ID	SAMPLE
sample_1169	1198.NOR14.STA2.CORE2.1of3
sample_1170	1579.WM.Cow
sample_1171	2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences
sample_1172	807.BG.S.11.a
sample_1173	805.pH.6.0.year.2006
sample_1174	805.pH.7.0.year.2007
sample_1175	1721.B16M
sample_1176	933.T.1.2.S.E.5
sample_1177	1642.MS00436
sample_1178	1521.MZ.90b.s.8.1.sequences
sample_1179	2229.S1.T33.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1180	662.M25
sample_1181	925.SA2z
sample_1182	1580.WPB.filt.
sample_1183	1453.44923SDZ3.B4.Pnem.stom
sample_1184	1064.H.CV313
sample_1185	678.seasonal.insitu.sample.590
sample_1186	889.26May.2
sample_1187	2192.H06b.Foot.3275.lane6.NoIndex.L006
sample_1188	723.IC3.S1.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence
sample_1189	723.C9.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_1190	2382.SH008.C6.HA.1.729.leav.9.12.lane8.NoIndex.L008.sequences
sample_1191	2382.RU006.C181.RH.1.378.root.9.11.lane1.NoIndex.L001.sequences
sample_1192	722.NP3.7.s.8.1.sequence
sample_1193	2382.DPOO1.C1.HA.1.628.root.9.12.lane7.NoIndex.L007.sequences
sample_1194	1694.St3A6.r.EMPbird.v4.NoIndex.L001
sample_1195	1694.St4C1.Pmoss.Jstar.16s.NoIndex.sequences
sample_1196	550.L1S264.s.1.sequence
sample_1197	2382.SH008.C6.HA.2.735.gp.9.12.lane8.NoIndex.L008.sequences
sample_1198	1064.G.CV234
sample_1199	1773.Columb.passer10.crop
sample_1200	1235.sp1552
sample_1201	1883.2008.146.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1202	2229.S1.N1.7.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1203	2229.W1.T2.5.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1204	1240.1512BCDNA
sample_1205	1773.Salt.max2.gizz
sample_1206	933.T.3.1.H.P.4
sample_1207	722.AQC1cm.4.s.4.1.sequence
sample_1208	1622.PP.51.52B
sample_1209	1774.64Oral24.10.09
sample_1210	1773.Columb.talpa1.ugi
sample_1211	550.L4S140.s.4.sequence
sample_1212	2382.MU002.C3.HA.1.679.leav.9.12.lane8.NoIndex.L008.sequences
sample_1213	722.F11Tong.7.s.8.1.sequence
sample_1214	925.IO3x
sample_1215	1580.2CA.sed.D1
sample_1216	2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences
sample_1217	809.PLRP3.85
sample_1218	1883.2007.242.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1219	2382.SH008.C6.HA.2.734.leav.9.12.lane8.NoIndex.L008.sequences
sample_1220	1222.B2.5.7.06
sample_1221	755.INB.26.07.11.lane1.NoIndex.L001
sample_1222	1622.DP.2.3A.2
sample_1223	809.PLRP8.41
sample_1224	933.T.3.1.H.P.5
sample_1225	2192.H07b.Nose.4113.lane1.NoIndex.L001
sample_1226	1064.G.CV235
sample_1227	1521.NTP38.s.6.1.sequences
sample_1228	2382.HE003.C181.HA.4.567.rhizo.4.12.lane7.NoIndex.L007.sequences
sample_1229	2382.SH007.C6.RH.4.720.gp.9.12.lane8.NoIndex.L008.sequences
sample_1230	933.N.2.2.H.E.2
sample_1231	2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences
sample_1232	910.CuracaoHypoxia2
sample_1233	1453.46834SDZ4.A5.Pnem.stom
sample_1234	1288.SSBH21July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence
sample_1235	1039.P.Dois.Rios.SA.1.7
sample_1236	722.AQC4cm.6.s.7.1.sequence
sample_1237	1622.UPMain.124.125A
sample_1238	2182.VHBJ0024
sample_1239	1580.WPC.sed.D1
sample_1240	2182.NKF0004
sample_1241	1033.Antarctic.soil.10A.2.1
sample_1242	662.M24
sample_1243	550.L6S272.s.6.sequence
sample_1244	1774.34.Oral.Puer
sample_1245	1521.MZ.47b.s.8.1.sequences
sample_1246	638.FRX6.120710.1
sample_1247	723.IC4.S3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence
sample_1248	638.RMK.ENR.35.1
sample_1249	1064.G.CV293
sample_1250	1521.AG2.s.8.1.sequences
sample_1251	804.Julie.12
sample_1252	905.Gullmarsfjord.stations4
sample_1253	1521.Chi.W2.s.8.1.sequences
sample_1254	1773.Columb.talpa3.gizz
sample_1255	958.O.25
sample_1256	722.F11Tong.2.s.2.1.sequence
sample_1257	933.BuF
sample_1258	678.T.RFLP.Sample.724
sample_1259	722.TRRsed2.6.s.7.1.sequence
sample_1260	1235.sp1648
sample_1261	2080.S71D4336
sample_1262	958.N.23
sample_1263	1235.sp0192
sample_1264	810.1230A2H2
sample_1265	1041.S008.2m.off.bottom
sample_1266	1773.Columb.talpa5.gizz
sample_1267	1773.Thraupis.palm1.gizz
sample_1268	1481.NA.07.T8
sample_1269	1774.525.Skin.Puer
sample_1270	2382.HE003.C181.HA.1.754.leav.9.12.lane8.NoIndex.L008.sequences
sample_1271	905.PLO6.t2.OSCOX.0to1cm.3
sample_1272	940.CR.40.Ventral
sample_1273	1627.KZC2
sample_1274	963.Iguana.39.060610.BCO.vial.243
sample_1275	925.IM1z
sample_1276	1747.992495.skin
sample_1277	1235.sp0724
sample_1278	1642.MS00418
sample_1279	1747.207507.10512.skin
sample_1280	910.CuracaoTurf5A
sample_1281	2382.HE003.C181.HA.4.770.gp.9.12.lane8.NoIndex.L008.sequences
sample_1282	1521.F1.s.8.1.sequences
sample_1283	722.M11Tong.6.s.7.1.sequence
sample_1284	1198.SWE17.KBB1.SS2.5
sample_1285	1883.2008.115.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1286	1521.MZ.50b.s.8.1.sequences
sample_1287	2192.H07a.Kitchen.Counter.3673.lane2.NoIndex.L002
sample_1288	1064.W.CV255
sample_1289	933.N.3.2.S.E.4
sample_1290	1288.WSBE22June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence
sample_1291	1453.45187SDZ5.B3.Tfran.stom
sample_1292	662.M21
sample_1293	2382.MU002.C3.HA.4.694.leav.9.12.lane8.NoIndex.L008.sequences
sample_1294	804.3876.1113
sample_1295	1716.McG.PAPrS38
sample_1296	1774.375.Oral.Puer
sample_1297	940.CR.20.Fecal
sample_1298	1064.G.CJV198
sample_1299	1696.VH0026B
sample_1300	861.C17.dec08
sample_1301	1736.B28b.1110
sample_1302	1235.sp1087
sample_1303	804.073105.bio1slurpA1.2109.2.1
sample_1304	1521.Mayv.W2.s.8.1.sequences
sample_1305	807.S.S.11.b
sample_1306	2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005
sample_1307	1453.54323SDZ1.C5.Cguer.feces
sample_1308	1773.Columb.talpa2.ugi
sample_1309	1064.H.CV288
sample_1310	1632.E3E06.r.EMPbird.v4.NoIndex.L001
sample_1311	776.Ant.Solo.cont.A
sample_1312	1883.2010.294A.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1313	1521.Chi.4.s.8.1.sequences
sample_1314	1242.ME27Sep09EB2R1
sample_1315	1747.slasher.29.101112
sample_1316	2229.W2.N1.7.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1317	1748.5.15.12.FI.15.D
sample_1318	940.CR.34.Gill
sample_1319	2229.W1.T31.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1320	1883.2009.315.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1321	1453.45300SDZ4.E7.Pnem.feces
sample_1322	910.PorTA3
sample_1323	2382.DPOO1.C1.HA.2.635.gp.9.12.lane8.NoIndex.L008.sequences
sample_1324	2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences
sample_1325	2192.H01a.Hand.31.lane1.NoIndex.L001
sample_1326	1694.St1C7.Pmoss.Jstar.16s.NoIndex.sequences
sample_1327	662.M20
sample_1328	804.3876.1436
sample_1329	2382.SH004.C1.RH.4.619.leav.9.12.lane8.NoIndex.L008.sequences
sample_1330	1037.SBS1.OM2C0.ORG
sample_1331	1702.DCF4
sample_1332	1642.MS00330
sample_1333	2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences
sample_1334	2382.DPOO1.C1.HA.4.644.leav.9.12.lane8.NoIndex.L008.sequences
sample_1335	1747.DZF.6202012.RJ.rock.wall
sample_1336	1748.5.30.12.P.22.D
sample_1337	2192.H04a.Foot.1907.lane6.NoIndex.L006
sample_1338	550.L4S122.s.4.sequence
sample_1339	1747.DZF.6132012.TJ.side.basking.rock
sample_1340	1748.6.15.12.I.6.V
sample_1341	1521.Aphid42.s.7.1.sequences
sample_1342	1039.P.Abraao.SA.
sample_1343	1883.2011.552.Crump.Artic.LTREB.main.lane1.NoIndex
sample_1344	1642.MS00559
sample_1345	1521.Det.4.s.8.1.sequences
sample_1346	1713.McG.L2K210
sample_1347	910.CuracaoHypoxia6
sample_1348	1642.MS00363
sample_1349	678.T.RFLP.Sample.636
sample_1350	1673.MBS65.4
sample_1351	1773.Salt.max4.gizz
sample_1352	1774.10Fecal22.10.09
sample_1353	910.PocLT1
sample_1354	1453.48000SDZ3.H6.Cang.duod
sample_1355	861.X60.dec08
sample_1356	2382.DPOO1.C1.HA.3.640.gp.9.12.lane8.NoIndex.L008.sequences
sample_1357	1064.W.CV133
sample_1358	1578.A2.low.16to0.2
sample_1359	1747.slasher.33.101112
sample_1360	1773.Columb.passer1.crop
sample_1361	2300.BB.2149.lavage20
sample_1362	1642.MS00495
sample_1363	1883.2008.307.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1364	1521.Mayv.2.s.8.1.sequences
sample_1365	1621.K8783
sample_1366	958.O.24
sample_1367	933.T.2.3.S.E.5
sample_1368	933.T.3.1.S.E.4
sample_1369	2080.S26D350.400
sample_1370	963.Iguana.221.061011.BOH.vial.914
sample_1371	2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences
sample_1372	2229.S2.T2.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1373	1632.E3C12.r.EMPbird.v4.NoIndex.L001
sample_1374	925.IJ1x
sample_1375	807.C.F.11.a
sample_1376	1883.2011.499.Crump.Artic.LTREB.main.lane4.NoIndex
sample_1377	1632.E1F01.r.EMPbird.v4.NoIndex.L001
sample_1378	1622.UPMain.67.68
sample_1379	905.PLO6.t2.OSCOX.0to1cm.2
sample_1380	1288.MAE22May08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence
sample_1381	632.Agricultural.soil.wheat
sample_1382	1883.2008.144.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1383	1197.SE.20101009.GY.D019S.BC.217
sample_1384	1453.44923SDZ3.B5.Pnem.stom
sample_1385	1521.MZ.81b.s.8.1.sequences
sample_1386	2229.W1.T32.EH4.Thomas.CMB.Seaweed.lane5.NoIndex.L005
sample_1387	861.C4.mar09
sample_1388	1064.H.CJV172
sample_1389	807.S.S.11.a
sample_1390	1056.Mel.urs.ino.SanDi.1
sample_1391	910.CuracaoHypoxia4
sample_1392	933.Phylospora.comosa.1.5
sample_1393	1774.241.Skin.Puer
sample_1394	1035.UQ866
sample_1395	933.N.2.2.H.E.4
sample_1396	1622.UPMain.35.36A
sample_1397	1453.45187SDZ5.A3.Tfran.stom
sample_1398	1642.MS00584
sample_1399	1521.SPL.Sum.1.s.8.1.sequences
sample_1400	1883.2008.294.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1401	933.W.1.2.H.E.1
sample_1402	1774.64.Skin.Puer
sample_1403	1632.E5E07.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_1404	1521.Chi.W3.s.8.1.sequences
sample_1405	933.T.1.2.S.E.2
sample_1406	1039.I.Fundao.SB.7.8
sample_1407	1883.2011.498.Crump.Artic.LTREB.main.lane4.NoIndex
sample_1408	1041.M041.10m.off.bottom
sample_1409	1883.2010.299B.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1410	1521.AG3.s.8.1.sequences
sample_1411	2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences
sample_1412	662.M22
sample_1413	1883.2009.147.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1414	1642.MS00332
sample_1415	1665.flipper.tag.29
sample_1416	1883.2008.145.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1417	1748.5.15.12.FI.21.V
sample_1418	933.Lu225
sample_1419	2382.GM.181.R1.leav.10.12.lane8.NoIndex.L008.sequences
sample_1420	1622.UPMain.87.88
sample_1421	925.SH2x
sample_1422	1453.47548SDZ2.C8.Cang.stom
sample_1423	1642.MS00522
sample_1424	722.NP5.2.s.2.1.sequence
sample_1425	1622.UPMain.92.93
sample_1426	1001.SKB9
sample_1427	1883.2008.276.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1428	1627.KZC1
sample_1429	1747.DZF.6252012.A.concrete.wall
sample_1430	1883.2008.124.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1431	1038.SP3
sample_1432	1521.MZ.23a.blank.s.8.1.sequences
sample_1433	910.CuracaoTurf5B
sample_1434	1580.TtC.sed.D1
sample_1435	2382.SH005.C3.RH.3.665.gp.9.12.lane8.NoIndex.L008.sequences
sample_1436	958.O.26
sample_1437	1883.2011.553.Crump.Artic.LTREB.main.lane1.NoIndex
sample_1438	2382.SH005.C3.RH.1.651.bulk.9.12.lane7.NoIndex.L007.sequences
sample_1439	809.PLRP1.50
sample_1440	910.CuracaoCCA5C
sample_1441	940.CR.33.Fecal
sample_1442	1642.MS00448
sample_1443	940.CR.13.Ventral
sample_1444	1621.U8783
sample_1445	861.H10.4.jul09
sample_1446	910.CuracaoTurf5C
sample_1447	889.26May.4
sample_1448	1632.E6A06.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_1449	1521.Am2.1.s.7.1.sequences
sample_1450	2192.H02a.Kitchen.Light.Switch.867.lane2.NoIndex.L002
sample_1451	1883.2008.086.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1452	807.C.F.11.b
sample_1453	2229.S2.T2.6.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1454	1773.Columb.passer10.gizz
sample_1455	1001.SKB8
sample_1456	2382.HE003.C181.HA.5.775.gp.9.12.lane8.NoIndex.L008.sequences
sample_1457	1521.228.1.1.s.7.1.sequences
sample_1458	905.PLO6.t2.OSCOX.0to1cm.1
sample_1459	933.T.3.3.H.E.5
sample_1460	723.C7.3m.L3.Catlin1.16Spool.110602.HWI.EAS137R.0375.s.3.1.sequence
sample_1461	933.T.2.1.H.E.4
sample_1462	1064.W.CV130
sample_1463	1717.32.high.fertilizer
sample_1464	1642.MS00449
sample_1465	2382.SH004.C1.RH.5.624.leav.9.12.lane8.NoIndex.L008.sequences
sample_1466	910.CuracaoCCA5B
sample_1467	550.L6S261.s.6.sequence
sample_1468	722.F11Plmr.6.s.7.1.sequence
sample_1469	1642.MS00496
sample_1470	2300.BB.2150.lavageRNA
sample_1471	958.O.27
sample_1472	2382.SH008.C6.HA.1.SH008.leav.leav.9.12.lane8.NoIndex.L008.sequences
sample_1473	1747.DZF.6272012.KK.plastic.hide.tub
sample_1474	722.AQC7cm.6.s.7.1.sequence
sample_1475	2192.H07a.Bathroom.Door.Knob.3678.lane2.NoIndex.L002
sample_1476	846.Fagna24102011Soil4B2
sample_1477	1642.MS00259
sample_1478	1197.SE.20101012.GY.D008S.BC.253
sample_1479	1481.PO5.3.T8
sample_1480	659.NZFACE.R2.Ryegrass.24.4
sample_1481	804.H08.080105.Bio5slurpB1.0428.2.1
sample_1482	722.TRRsed2.1.s.1.1.sequence
sample_1483	2229.S1.T2.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1484	1222.B1.5.12.06
sample_1485	1883.2009.334.Crump.Artic.LTREB.main.lane3.NoIndex
sample_1486	1240.1305BCDNA
sample_1487	2382.RU006.C181.RH.1.780.gp.9.12.lane8.NoIndex.L008.sequences
sample_1488	1622.UPSub.90.91
sample_1489	1665.RWB2011OCT25.02
sample_1490	1453.54374SDZ1.E4.Tcris.stom
sample_1491	910.CuracaoHypoxia5
sample_1492	910.PocLT2
sample_1493	1064.H.CJV173
sample_1494	1773.Zono.capensis1.gizz
sample_1495	945.P5.B10.lane2.NoIndex.L002
sample_1496	925.IG2y
sample_1497	1064.G.CV294
sample_1498	1453.54323SDZ1.C7.Cguer.feces
sample_1499	2229.S2.T2.4.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1500	2192.H05b.Nose.2508.lane5.NoIndex.L005
sample_1501	1773.Columb.passer7.gizz
sample_1502	1222.B5.5.6.06
sample_1503	1580.P20.C.filt.
sample_1504	1747.DZF.6252012.A.shipping.box
sample_1505	662.M23
sample_1506	945.P1.H12.lane2.NoIndex.L002
sample_1507	1721.S9M
sample_1508	2192.H05b.Nose.2532.lane5.NoIndex.L005
sample_1509	804.3872.1347B
sample_1510	1773.Columb.talpa4.crop
sample_1511	1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1512	1747.DZF.6132012.TJ.center.basking.rock
sample_1513	722.M11Tong.5.s.6.1.sequence
sample_1514	1580.2CB.sed.D1
sample_1515	1064.G.CV11
sample_1516	1627.SMXC
sample_1517	933.T.3.3.S.E.2
sample_1518	1526.Stillton7R3
sample_1519	2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1520	1632.E4H01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences
sample_1521	1747.DZF.6132012.TJ.tree.in.central.planter.leaves
sample_1522	1289.KH46
sample_1523	940.GH.07.Oral
sample_1524	1713.McG.L1N02
sample_1525	807.B.S.11.b
sample_1526	2182.ZF12B
sample_1527	722.F11Tong.3.s.3.1.sequence
sample_1528	1521.76.W.s.6.1.sequences
sample_1529	804.LS11.130
sample_1530	2382.HE003.C181.HA.1.752.rhizo.9.12.lane7.NoIndex.L007.sequences
sample_1531	1064.G.CJV229
sample_1532	1747.200197.holding.pen2.straw
sample_1533	1773.Rhamp.carbo3.gizz
sample_1534	1453.54374SDZ1.D7.Tcris.feces
sample_1535	895.Puhimau.soil.3
sample_1536	933.T.2.1.S.E.3
sample_1537	933.W.3.1.S.E.3
sample_1538	807.W.F.10.a
sample_1539	2229.S1.T23.PH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1540	2192.H04a.Foot.1859.lane6.NoIndex.L006
sample_1541	894.F1462.lane5.NoIndex.L005
sample_1542	722.TRRsed2.5.s.6.1.sequence
sample_1543	2192.H06b.Foot.3230.lane6.NoIndex.L006
sample_1544	1642.MS00551
sample_1545	1883.2008.151.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1546	1197.SE.20101020.GY.LBNL12.BC.520
sample_1547	1773.Columb.talpa4.lgi
sample_1548	1041.S114.250
sample_1549	1883.2007.214.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1550	2192.H03a.Foot.1208.lane5.NoIndex.L005
sample_1551	804.LS11.71a
sample_1552	2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences
sample_1553	1064.G.CV213
sample_1554	1288.HKH06July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence
sample_1555	722.TS28.5.s.6.1.sequence
sample_1556	1748.5.15.12.FI.11.V
sample_1557	1056.Ory.afe.Colch.1
sample_1558	1064.G.CJV203
sample_1559	1235.sp1276
sample_1560	910.CuracaoTurf2A
sample_1561	1774.42BI23.10.09
sample_1562	1521.MZ.81a.s.8.1.sequences
sample_1563	2229.T.B.I.3.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1564	1578.O3.low0.26to0.30
sample_1565	804.LS11.70
sample_1566	1696.FTA.B.2a
sample_1567	550.L2S166.s.2.sequence
sample_1568	1747.DZF.6132012.TJ.ponytail.palm.tree
sample_1569	933.T.1.2.H.E.4
sample_1570	1453.45560SDZ2.C2.Pnem.jeju
sample_1571	1056.Myr.tri.Mont.1.1
sample_1572	1665.flipper.tag.23
sample_1573	662.M28
sample_1574	910.CuracaoTurf7B
sample_1575	925.IJ3z
sample_1576	940.RD.09.Gill
sample_1577	678.OA.mesocosm.376
sample_1578	1747.DZF.6202012.RJ.log
sample_1579	2080.S16D40
sample_1580	1064.G.CV212
sample_1581	722.TRRsed2.4.s.4.1.sequence
sample_1582	1883.2008.161.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1583	1198.NOR15.STA2.CORE2.2of3
sample_1584	809.PLRP11.85
sample_1585	550.L4S102.s.4.sequence
sample_1586	1521.NTP26.s.6.1.sequences
sample_1587	1747.DZF.6202012.KK.water
sample_1588	662.M29
sample_1589	1521.SPL.Sp.29.s.8.1.sequences
sample_1590	1034.ZKD2
sample_1591	910.CuracaoCCA2A
sample_1592	1001.SKM7
sample_1593	807.C.S.12.b
sample_1594	1521.91.W.s.6.1.sequences
sample_1595	1774.462.Inte.Puer
sample_1596	1056.Cho.hof.Atlan.1.1
sample_1597	807.E.S.11.b
sample_1598	2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences
sample_1599	1197.SE.20101001.GY.ALTNF001.BC.139.a
sample_1600	1521.Sample37.s.7.1.sequences
sample_1601	804.LS11.71
sample_1602	1883.2007.255.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1603	1001.SKB2
sample_1604	2192.H07a.Nose.3660.lane6.NoIndex.L006
sample_1605	1521.Sample319.s.7.1.sequences
sample_1606	1673.MBS2
sample_1607	2382.HE003.C181.HA.5.774.leav.9.12.lane8.NoIndex.L008.sequences
sample_1608	861.X52.jul09
sample_1609	1734.BD.NBS1055
sample_1610	945.P4.H5.lane2.NoIndex.L002
sample_1611	2229.W2.N1.9.HE5.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1612	722.M11Tong.4.s.4.1.sequence
sample_1613	894.UY1359.lane5.NoIndex.L005
sample_1614	809.PLRP21.150
sample_1615	2192.H05b.Bathroom.Door.Knob.2454.lane2.NoIndex.L002
sample_1616	1883.2007.194.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1617	1773.Platy.flav2.ugi
sample_1618	1692.Soil.BE.PolygonB.Medium.Rim.08.11.2012
sample_1619	933.W.3.1.S.E.2
sample_1620	895.Puhimau.soil.2
sample_1621	1621.P8866
sample_1622	910.AcrC6
sample_1623	1064.G.CV43
sample_1624	550.L1S20.s.1.sequence
sample_1625	804.LS11.131
sample_1626	1288.WSBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence
sample_1627	1242.ME04Jun01EB1R2
sample_1628	1453.45560SDZ2.D5.Pnem.stom
sample_1629	1064.G.CJV228
sample_1630	1288.SSBE30Oct07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence
sample_1631	1526.Stillton10R1
sample_1632	1747.DZF.6202012.RJ.back.rock.ledge
sample_1633	1773.Chirox.lance2.ugi
sample_1634	910.CuracaoCCA2C
sample_1635	1198.NOR02.STA1.CORE1.2of4
sample_1636	1056.Myr.tri.Mont.1.2
sample_1637	1198.NOR01.STA1.CORE1.1of4
sample_1638	1883.2008.342.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1639	1696.VH0035A
sample_1640	1198.NOR04.STA1.CORE1.4of4
sample_1641	945.P4.A10.lane2.NoIndex.L002
sample_1642	1521.F2.s.8.1.sequences
sample_1643	1481.PO5.3.T0
sample_1644	638.RMK.ENR.12.1
sample_1645	804.LS11.20
sample_1646	2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences
sample_1647	1521.MZ.50a.s.8.1.sequences
sample_1648	1773.Columb.talpa2.gizz
sample_1649	1064.W.CJV184
sample_1650	1041.M028.10
sample_1651	1622.UPMain.71.72
sample_1652	940.CR.46.Fecal
sample_1653	1622.UPSub.36.37
sample_1654	1883.2008.093.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1655	1622.DP.15.16A.1
sample_1656	809.PLRP10.146
sample_1657	1521.MZ.22a.blank.s.8.1.sequences
sample_1658	2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences
sample_1659	1734.BD.ERD507
sample_1660	1673.MBS105.4
sample_1661	1453.46834SDZ4.C2.Pnem.feces
sample_1662	1748.5.15.12.FI.16.V
sample_1663	804.H03.072705.R0424
sample_1664	1642.MS00368
sample_1665	1580.BBA.number1.filt.
sample_1666	933.N.2.2.S.E.1
sample_1667	550.L1S194.s.1.sequence
sample_1668	910.CuracaoTurf2B
sample_1669	1030.TVF.Control.Loc5.D0.Rep1
sample_1670	2229.T.B.I.2.HE2.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1671	2382.SH004.C1.RH.1.604.leav.9.12.lane8.NoIndex.L008.sequences
sample_1672	933.T.3.3.H.P.4
sample_1673	550.L6S197.s.6.sequence
sample_1674	925.SH5x
sample_1675	809.PLRP15.mat
sample_1676	1774.12Fecal23.10.09
sample_1677	1580.1C.sed.D1
sample_1678	807.W.F.10.b
sample_1679	722.NP5.3.s.3.1.sequence
sample_1680	1198.SWE20.KBB1.SS5.5
sample_1681	1711.KAJ7.2
sample_1682	632.Temperate.deciduous.forest
sample_1683	804.3872.1347A
sample_1684	933.T.3.1.H.E.3
sample_1685	1453.54379SDZ1.G7.Tcris.Mlymph
sample_1686	1031.HJRA3
sample_1687	722.NP2.7.s.8.1.sequence
sample_1688	1642.MS00635
sample_1689	2229.W1.T22.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1690	2382.DPOO1.C1.HA.2.634.leav.9.12.lane8.NoIndex.L008.sequences
sample_1691	807.B.S.11.a
sample_1692	1714.McG.OPC210
sample_1693	925.SC2y
sample_1694	1747.DZF.6272012.KK.mulch.substrate
sample_1695	925.IG5y
sample_1696	1453.44923SDZ3.B7.Pnem.stom
sample_1697	940.RD.26.Oral
sample_1698	2192.H06b.Foot.3086.lane5.NoIndex.L005
sample_1699	1453.54432SDZ2.A2.Tfran.feces
sample_1700	1883.2007.375.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1701	755.INB.17.05.11.lane1.NoIndex.L001
sample_1702	933.T.2.3.H.E.3
sample_1703	1883.2009.267.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1704	804.H07.073105.R1053
sample_1705	829.JJ
sample_1706	2192.H06a.Kitchen.Counter.3025.lane1.NoIndex.L001
sample_1707	1883.2007.1.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1708	1627.RWC
sample_1709	1694.St4C2.Pmoss.Jstar.16s.NoIndex.sequences
sample_1710	1774.208.Skin.Puer
sample_1711	895.Puhimau.soil.1
sample_1712	1521.Sample320.s.7.1.sequences
sample_1713	958.N.28
sample_1714	2192.H01a.Kitchen.Light.Switch.195.lane2.NoIndex.L002
sample_1715	2192.H07b.Kitchen.Counter.4129.lane6.NoIndex.L006
sample_1716	2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences
sample_1717	1883.2008.281.Crump.Artic.LTREB.main.lane2.NoIndex
sample_1718	1773.Turdus.oliv1.gizz
sample_1719	2229.S2.T3.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006
sample_1720	1453.45661SDZ2.D7.Pnem.stom
